Traditional	Study Order	Variants	Simplified	Pinyin	Keyword	Meaning	Examples	Examples Pinyin	Sound	Frequency	Zhuyin	Vocabulary Zhuyin	Stroke Order	Etymology	Gif
稻	2751		稻	dào	unhulled rice	rice growing in field, rice plant	水稻	shuǐdào	[sound:mp3/dao4.mp3]	2831	ㄉㄠ`	ㄕㄨㄟˇㄉㄠ`	['㇒', '㇐', '㇑', '㇒', '㇔', '㇒', '㇔', '㇔', '㇒', '㇒', '㇑', '㇐', '㇕', '㇐', '㇐']	舀# ladle + 禾 grain/rice | *rice plant* likened in shape to a ladle. 	images-large/7a3b-large.gif
譚	2752		谭	tán	Tan	surname; to talk			[sound:mp3/tan2.mp3]	2832	ㄊㄢˊ			覃# extensive + 言 words | *talk* extensively. 	images-large/8c2d-large.gif
撼	2753		撼	hàn	joggle	move, shake; (Cant.) to fight			[sound:mp3/han4.mp3]	2833	ㄏㄢ`		['㇐', '㇚', '㇀', '㇐', '㇓', '㇂', '㇒', '㇔', '㇐', '㇑', '㇕', '㇐', '㇔', '㇃', '㇔', '㇔']	As per 感# (shut off sensation) + 手 hand/action indicator | *shake* a person/creature insensate | *move*.  	images-large/64bc-large.gif
凋	2754		凋	diāo		be withered, fallen; exhausted	凋零	diāolíng	[sound:mp3/diao1.mp3]	2836	ㄉㄧㄠ	ㄉㄧㄠ ㄌㄧㄥˊ	['㇔', '㇀', '㇓', '㇆', '㇐', '㇑', '㇐', '㇑', '㇕', '㇐']	As per 周# (grain plants) + 氷 ice | icy conditions causing (grain) plants to *droop*, *wither* and die | *fade*. 	images-large/51cb-large.gif
哨	2755		哨	shào	whistle	whistle, blow whistle; chirp			[sound:mp3/shao4.mp3]	2837	ㄕㄠ`		['㇑', '㇕', '㇐', '㇑', '㇔', '㇒', '㇑', '㇆', '㇐', '㇐']	口 mouth + 肖# for the sound alone to simulate a whistling noise | *whistle* (compare 嗾) | *signal by whistling* | *watchman*. 	images-large/54e8-large.gif
掘	2756		掘	jué	excavate	dig, excavate; excavate cave	發掘	fājué	[sound:mp3/jue2.mp3]	2838	ㄐㄩㄝˊ	ㄈㄚ ㄐㄩㄝˊ	['㇐', '㇚', '㇀', '㇕', '㇐', '㇓', '㇗', '㇑', '㇑', '㇗', '㇑']	屈# bend + 手 hand/action indicator | bend to *dig*. Compare 堀. 	images-large/6398-large.gif
澀	2757		涩	sè	astringent	astringent; harsh; uneven, rough			[sound:mp3/se4.mp3]	2839	ㄙㄜ`		['㇔', '㇔', '㇀', '㇆', '㇓', '㇔', '㇑', '㇐', '㇑', '㇐', '㇆', '㇓', '㇔', '㇑', '㇐', '㇑', '㇐']	The relevant seal inscription form of 歰 shows that the doubled element on top was originally inverted feet, so that the character featured two feet pointing downward + two feet pointing upward | tangling of legs | be stopped. 澀 adds 水 water | liquid that does not flow, but seeps (compare 漸) | *proceed haltingly* | *astringency* (← tongue rendered numb by the deep penetration of astringent juices; compare 浸) | *sober*. Also, *be unwilling/reluctant*, *austere*, *quiet* and *stingy*. 歮 is a variant form of 歰, and 澁 a variant form of 澀. In contemporary Japanese orthography, 澀/澁 is written 渋. 	images-large/6da9-large.gif
釁	2758		衅	xìn	quarrel	smear with blood in sacrifice; rift, quarrel			[sound:mp3/xin4.mp3]	2840	ㄒㄧㄣ`				
慚	2759		惭	cán	conscience-stricken	ashamed, humiliated; shameful	慚愧	cánkuì	[sound:mp3/can2.mp3]	2843	ㄘㄢˊ	ㄘㄢˊㄎㄨㄟ`	['㇔', '㇔', '㇑', '㇐', '㇑', '㇕', '㇐', '㇐', '㇐', '㇑', '㇒', '㇓', '㇐', '㇑']		images-large/60ed-large.gif
隧	2760		隧	suì	tunnel	tunnel, underground passageway, path to a tomb	隧道	suìdào	[sound:mp3/sui4.mp3]	2844	ㄙㄨㄟ`	ㄙㄨㄟ`ㄉㄠ`	['㇌', '㇑', '㇔', '㇒', '㇐', '㇒', '㇁', '㇒', '㇒', '㇒', '㇏', '㇔', '㇕', '㇝']	As per 遂# (follow a winding course) + 阜 piled earth | a winding *underground passage* leading to the bottom of a burial mound or of a signal tower (compare 燧) | *tunnel*. 	images-large/96a7-large.gif
膨	2761		膨	péng	puffy	to swell; swollen, bloated, inflated	膨脹 通貨膨脹	péngzhàng tōnghuòpéngzhàng	[sound:mp3/peng2.mp3]	2845	ㄆㄥˊ	ㄆㄥˊㄓㄤ`  ㄊㄨㄥ ㄏㄨㄛ`ㄆㄥˊㄓㄤ`	['㇓', '㇆', '㇐', '㇐', '㇐', '㇑', '㇐', '㇑', '㇕', '㇐', '㇔', '㇒', '㇐', '㇒', '㇒', '㇒']	As per 彭# (surge/swell) + 肉 flesh | swelling flesh | *swell*; *bulge*; *bloat*; *fill*. Compare 脹. 	images-large/81a8-large.gif
詐	2762		诈	zhà	swindle	cheat, defraud, swindle; trick; to feign			[sound:mp3/zha4.mp3]	2846	ㄓㄚ`		['㇔', '㇐', '㇐', '㇐', '㇑', '㇕', '㇐', '㇒', '㇐', '㇑', '㇐', '㇐']	As per 乍# (create a pile) + 言 words | pile up lies | *lie*; *deceive*. 	images-large/8bc8-large.gif
釀	2763		酿	niàng	brew	brew, ferment	醞釀	yùnniàng	[sound:mp3/niang4.mp3]	2847	ㄋㄧㄤ`	ㄩㄣ`ㄋㄧㄤ`		As per 襄# (supple/soft) + 酉 alcohol container | soften ingredients in brewing an alcoholic beverage | *brew* | *cause*; *give rise to*. 	images-large/917f-large.gif
脂	2764		脂	zhī	grease	fat, grease, lard; grease	脂肪	zhīfáng	[sound:mp3/zhi1.mp3]	2848	ㄓ	ㄓ ㄈㄤˊ	['㇓', '㇆', '㇐', '㇐', '㇒', '㇟', '㇑', '㇕', '㇐', '㇐']	As per 旨# (sweet/rich food) + 肉 flesh | rich *fat* | *grease*; *resin*. 	images-large/8102-large.gif
凳	2765		凳	dèng	bench	bench; stool	凳子	dèngzi	[sound:mp3/deng4.mp3]	2850	ㄉㄥ`	ㄉㄥ`ㄗ˙	['㇇', '㇔', '㇒', '㇒', '㇏', '㇐', '㇑', '㇕', '㇐', '㇔', '㇒', '㇐', '㇓', '㇈']		images-large/51f3-large.gif
槓	2766		槓	gàng	thick stick	lever, pole, crowbar; sharpen; (Cant.) a wardrobe, trunk			[sound:mp3/gang4.mp3]	2852	ㄍㄤ`		['㇐', '㇑', '㇒', '㇔', '㇐', '㇑', '㇐', '㇑', '㇕', '㇐', '㇐', '㇐', '㇒', '㇔']	As per 貢# (connect) + 木 tree/wood | piece of wood that connects | *lever*. Compare 梃. 	images-large/69d3-large.gif
拭	2767		拭	shì	wipe away	wipe away stains with cloth			[sound:mp3/shi4.mp3]	2854	ㄕ`		['㇐', '㇚', '㇀', '㇐', '㇂', '㇔', '㇐', '㇑', '㇐']	As per 式# (straight) + 手 hand/action indicator | *wipe* with a straight motion.  	images-large/62ed-large.gif
捏	2768		捏	niē	pinch	pick with fingers; knead; mold			[sound:mp3/nie1.mp3]	2855	ㄋㄧㄝ		['㇐', '㇚', '㇀', '㇑', '㇕', '㇐', '㇐', '㇐', '㇑', '㇐']	The right-hand element# is 土 earth + 日 (sunlight that softens objects it strikes) | hard earth softening in the sun. 捏 adds 手 hand/action indicator | *knead clay into an object* | *fabricate*. 	images-large/634f-large.gif
拐	2769		拐	guǎi	turn	kidnap, abduct; turn			[sound:mp3/guai3.mp3]	2856	ㄍㄨㄞˇ		['㇐', '㇚', '㇀', '㇑', '㇕', '㇐', '㇆', '㇓']	叧# combines an abbreviated form of 冎 (joint of a bone) + 刀 sword/knife | sever/separate a limb from its joint. 拐 adds 手 hand/action indicator to reinforce the idea of physical separation, eventually acquiring the specific sense of separating a person from his/her kin | *kidnap*. Also,*deceive* (← use deception in kidnapping). 	images-large/62d0-large.gif
醋	2770		醋	cù	vinegar	vinegar; jealousy, envy			[sound:mp3/cu4.mp3]	2858	ㄘㄨ`		['㇐', '㇑', '㇕', '㇓', '㇄', '㇐', '㇐', '㇐', '㇑', '㇑', '㇐', '㇑', '㇕', '㇐', '㇐']	As per 昔# (pile) + 酉 alcohol container | foodstuffs piled for preservation in *vinegar*. Compare 酢. 	images-large/918b-large.gif
蔚	2771		蔚	wèi	luxuriant	luxuriant, thick; ornamental			[sound:mp3/wei4.mp3]	2859	ㄨㄟ`		['㇐', '㇑', '㇑', '㇕', '㇐', '㇓', '㇐', '㇐', '㇚', '㇒', '㇔', '㇐', '㇚', '㇔']	As per 尉# (bending figure) + 艸 grass/plant | *dense*, bending vegetation | *growth*. 	images-large/851a-large.gif
鶯	2772		莺	yīng	oriole	oriole, green finch; Sylvia species (various)			[sound:mp3/ying1.mp3]	2861	ㄧㄥ			As per �� # as described in 榮 (curve about) + 鳥 bird | bird with a neck-band | *bush warbler*. 	images-large/83ba-large.gif
伶	2773		伶	líng	actor	lonely, solitary; actor			[sound:mp3/ling2.mp3]	2863	ㄌㄧㄥˊ		['㇒', '㇑', '㇒', '㇏', '㇔', '㇖', '㇔']	As per 令# (long sequence) + 人 person | lengthy and *clever* performance given by a musician and/or *actor* | *smart*. 	images-large/4f36-large.gif
曬	2774		晒	shài	bask	dry in sun, expose to sun			[sound:mp3/shai4.mp3]	2864	ㄕㄞ`			An abbreviated form# of 驪 (neatly aligned) + 日 sun/day | align objects neatly and *expose to the sun* | *dry in the sun*. Compare 晒. 	images-large/6652-large.gif
鬍	2775		胡	hú	beard	beard, mustache, whiskers	鬍子	húzi	[sound:mp3/hu2.mp3]	2865	ㄏㄨˊ	ㄏㄨˊㄗ˙	['㇐', '㇑', '㇐', '㇐', '㇐', '㇜', '㇔', '㇒', '㇒', '㇒', '㇐', '㇑', '㇑', '㇕', '㇐', '㇓', '㇆', '㇐', '㇐']		images-large/80e1-large.gif
膝	2776		膝	xī	knees	knee			[sound:mp3/xi1.mp3]	2866	ㄒㄧ		['㇓', '㇆', '㇐', '㇐', '㇐', '㇑', '㇒', '㇏', '㇒', '㇏', '㇚', '㇔', '㇀', '㇒', '㇔']	As per 桼# as described in 漆 (cut at intervals) + 肉 flesh | the *knee*, a joint that cuts the leg into two sections (compare 節) | *lap* (formed when sitting with the knees together). 	images-large/819d-large.gif
曠	2777		旷	kuàng	expansive	extensive, wide, broad; empty	空曠	kōngkuàng	[sound:mp3/kuang4.mp3]	2869	ㄎㄨㄤ`	ㄎㄨㄥ ㄎㄨㄤ`	['㇑', '㇕', '㇐', '㇐', '㇔', '㇐', '㇓', '㇐', '㇑', '㇑', '㇐', '㇑', '㇕', '㇐', '㇑', '㇐', '㇒', '㇔']	As per 廣# (extend) + 日 sun/day | extensive sunlight (compare 晃 and 旺) | *spacious* | *emptiness* (← empty space). 	images-large/65f7-large.gif
抉	2778		抉	jué		choose, select; gouge, pluck out	抉擇	juézé	[sound:mp3/jue2.mp3]	2870	ㄐㄩㄝˊ	ㄐㄩㄝˊㄗㄜˊ	['㇐', '㇚', '㇀', '㇕', '㇐', '㇓', '㇏']	As per 夬# (scoop out) + 手 hand/action indicator | *scoop/gouge/hollow out*; *bore*. Also,  *archery glove* (compare 玦). 	images-large/6289-large.gif
溢	2779		溢	yì	brim over	overflow, brim over; full			[sound:mp3/yi4.mp3]	2872	ㄧ`		['㇔', '㇔', '㇀', '㇔', '㇒', '㇐', '㇒', '㇔', '㇑', '㇕', '㇑', '㇑', '㇐']	益/益# fill/full + 水 water | fill to the point of overflowing | *brim* | *spill*; *overflow* | *inundate*. Compare 灎. 	images-large/6ea2-large.gif
剖	2780		剖	pǒ	cut open	split in two, slice; dissect	解剖	jiěpōu	[sound:mp3/po3.mp3]	2873	pǒ	ㄐㄧㄝˇㄆㄡ 	['㇔', '㇐', '㇔', '㇒', '㇐', '㇑', '㇕', '㇐', '㇑', '㇚']	As per 咅# (spread) + 刀 sword/knife | object that spreads in being split/divided in two | *split* (in two); *divide*. 	images-large/5256-large.gif
琉	2781		琉	liú	glaze	sparkling stone; glazed, opaque			[sound:mp3/liu2.mp3]	2875	ㄌㄧㄡˊ			As per 㐬# as described in 流 (flow) + 玉 jewel | *jewel* with a slippery surface over which the fingers flow. The compound 琉璃 is an abbreviation of 吠吠瑠璃, a transliteration of the Sanskrit vaidurya (lapis lazuli). 	images-large/7409-large.gif
蝸	2782		蜗	wō	snail	a snail, Eulota callizoma	蝸牛	wōniú	[sound:mp3/wo1.mp3]	2877	ㄨㄛ	ㄨㄛ ㄋㄧㄡˊ	['㇑', '㇕', '㇐', '㇑', '㇀', '㇔', '㇑', '㇕', '㇕', '㇑', '㇆', '㇑', '㇕', '㇐']	咼# (variant of 冎 round or rounded cavity) + 虫 insect | *snail* (← creature contained in a rounded shell). 	
逮	2783		逮	dǎi	arrest	seize, catch; reach, arrive	逮捕	dàibǔ	[sound:mp3/dai3.mp3]	2880	ㄉㄞˇ	ㄉㄞ`ㄅㄨˇ		隶# (seize) + 辵 movement | *chase* and seize/*capture* | *reach*. 	images-large/902e-large.gif
奕	2784		奕	yì	radiating vitality	in sequence, orderly; abundant			[sound:mp3/yi4.mp3]	2882	ㄧ`		['㇔', '㇐', '㇓', '㇚', '㇒', '㇔', '㇐', '㇓', '㇏']	As per 亦# (slender line) + 大 stand outstretched | slender line of people| *stretch on*. 奕 was devised to replace 亦. 	images-large/5955-large.gif
傍	2785		傍	bàng	close to	by side of, beside, near, close	傍晚	bàngwǎn	[sound:mp3/bang4.mp3]	2883	ㄅㄤ`	ㄅㄤ`ㄨㄢˇ	['㇒', '㇑', '㇔', '㇐', '㇔', '㇒', '㇔', '㇖', '㇔', '㇐', '㇆', '㇓']	As per 旁# (both sides of the body) + 人 person | both sides of a person | *side* | *besides*. 	images-large/508d-large.gif
鉤	2786		钩	gōu	hook	hook, barb; sickle; stroke with			[sound:mp3/gou1.mp3]	2885	ㄍㄡ		['㇒', '㇔', '㇐', '㇐', '㇑', '㇔', '㇒', '㇀', '㇒', '㇆', '㇑', '㇕', '㇐']	As per 句# (bend) + 金 metal | bent, metallic *hook/barb*. 	images-large/94a9-large.gif
蔑	2787		蔑	miè	despise	disdain, disregard; slight	輕蔑	qīngmiè	[sound:mp3/mie4.mp3]	3192	ㄇㄧㄝ`	ㄑㄧㄥ ㄇㄧㄝ`	['㇐', '㇑', '㇑', '㇑', '㇕', '㇑', '㇑', '㇐', '㇐', '㇓', '㇔', '㇂', '㇒', '㇔']	The relevant oracle bone form of this character is a person plus an element# combining an eye afflicted with inward-growing eyelashes (trichiases) and 戊 (cover) | person with obscured vision, the eyes being covered with inward-growing eyelashes | *scorn*; *disdain*; *contempt* (← refusal to recognize ← inability to see). Also, *slight* (adj.) (← so few/little as to be barely recognizable). 	images-large/8511-large.gif
襪	2788		袜	wà	socks	socks, stockings	襪子	wàzi	[sound:mp3/wa4.mp3]	2886	ㄨㄚ`	ㄨㄚ`ㄗ˙	['㇔', '㇇', '㇑', '㇒', '㇔', '㇐', '㇑', '㇑', '㇑', '㇕', '㇑', '㇑', '㇐', '㇐', '㇓', '㇔', '㇂', '㇒', '㇔']	As per 蔑# (obscure) + 衣 clothing | *socks* (obscure on account of being hidden in shoes; compare 韈). 	images-large/889c-large.gif
暇	2789		暇	xiá	spare time	leisure, relaxation, spare time			[sound:mp3/xia2.mp3]	2887	ㄒㄧㄚˊ		['㇑', '㇕', '㇐', '㇐', '㇕', '㇐', '㇑', '㇐', '㇐', '㇕', '㇐', '㇇', '㇏']	As per 叚# (overlay) + 日 sun/day | figurative overlaying of days/time, creating a surplus | *leisure* (time). 	images-large/6687-large.gif
扳	2790		扳	bān	tug	pull; drag; right itself			[sound:mp3/ban1.mp3]	2888	ㄅㄢ		['㇐', '㇚', '㇀', '㇒', '㇓', '㇇', '㇏']		images-large/6273-large.gif
聳	2791		耸	sǒng	shrug	urge on; rise up; stir, excite; to raise up; lofty			[sound:mp3/song3.mp3]	2897	ㄙㄨㄥˇ		['㇒', '㇒', '㇑', '㇓', '㇏', '㇓', '㇏', '㇑', '㇐', '㇒', '㇏', '㇐', '㇑', '㇑', '㇐', '㇐', '㇐']	從 here an abbreviated form# of 縱 vertical + 耳 ear | prick up one's ears | *rise*; *tower* (over). *Strut* is a borrowed meaning. 	images-large/8038-large.gif
疤	2792		疤	bā	scar	scar, cicatrix; birthmark			[sound:mp3/ba1.mp3]	2898	ㄅㄚ		['㇔', '㇐', '㇓', '㇔', '㇀', '㇕', '㇑', '㇐', '㇟']	As per 巴# (spread) + 疒 illness | *scar* spread over the skin. Compare 瘢. 	images-large/75a4-large.gif
蜘	2793		蜘	zhī	spider (front end)	spider			[sound:mp3/zhi1.mp3]	2899	ㄓ		['㇑', '㇕', '㇐', '㇑', '㇀', '㇔', '㇒', '㇐', '㇐', '㇓', '㇏', '㇑', '㇕', '㇐']	As per 知# (direct) + 虫 insect | *spider* (← swift creature that moves in straight lines). 	images-large/8718-large.gif
姚	2794		姚	yáo	Yao-2	handsome, elegant; surname			[sound:mp3/yao2.mp3]	2900	ㄧㄠˊ		['㇛', '㇒', '㇐', '㇓', '㇔', '㇀', '㇟', '㇒', '㇔']	兆 here an abbreviated form# of 桃 peach + 女 woman | woman likened in elegance/beauty to that of peach blossoms | *beautiful*; *handsome*. 	images-large/59da-large.gif
恍	2795		恍	huǎng	all of a sudden	seemingly; absent-minded	恍惚	huǎnghū	[sound:mp3/huang3.mp3]	2902	ㄏㄨㄤˇ	ㄏㄨㄤˇㄏㄨ 	['㇔', '㇔', '㇑', '㇑', '㇔', '㇒', '㇐', '㇓', '㇟']	As per 光# (light extending from a torch) + 心 heart/emotions | *absent-minded*; *enraptured* (as though dazzled by light). Also, *dim/hazy*. 	images-large/604d-large.gif
堤	2796		堤	tí	dike	dike			[sound:mp3/ti2.mp3]	2906	tí		['㇐', '㇑', '㇐', '㇑', '㇕', '㇐', '㇐', '㇐', '㇑', '㇐', '㇒', '㇏']	As per 是# (straight) + 土 earth | straight earthen *embankment* | *bank*; *levee*; *dike*. 	images-large/5824-large.gif
窟	2797		窟	kū	den	hole, cave; cellar; underground			[sound:mp3/ku1.mp3]	2907	ㄎㄨ		['㇔', '㇔', '㇖', '㇒', '㇏', '㇕', '㇐', '㇓', '㇗', '㇑', '㇑', '㇗', '㇑']	屈# bend + 穴 hole | bend to enter a *cavern* or *cave*. 	images-large/7a9f-large.gif
繡	2798		绣	xiù	embroidery	embroider; embroidery; ornament			[sound:mp3/xiu4.mp3]	2910	ㄒㄧㄡ`			As per 肅# (concentrate) + 糸 thread | *embroider(y)* (← intricately concentrated pattern on fabric). 	images-large/7ee3-large.gif
窺	2799		窥	kuī	peep	peep, watch, spy on, pry			[sound:mp3/kui1.mp3]	2913	ㄎㄨㄟ		['㇔', '㇔', '㇖', '㇒', '㇏', '㇐', '㇐', '㇓', '㇏', '㇑', '㇕', '㇐', '㇐', '㇐', '㇓', '㇟']	As per 規# (observe) + 穴 hole | observe through a hole | *peep through/into*; *spy (on)*; *watch for*. 	images-large/7aa5-large.gif
沫	2800		沫	mò	foam	froth, foam, bubbles, suds	泡沫	pàomò	[sound:mp3/mo4.mp3]	2918	ㄇㄛ`	ㄆㄠ`ㄇㄛ`	['㇔', '㇔', '㇀', '㇐', '㇐', '㇑', '㇒', '㇏']	As per 末# (minute) + 水 water | minute *foam*, *froth* or *suds* | *spray*; *splash*. 	images-large/6cab-large.gif
葵	2801		葵	kuí	large-flowered plants	sunflower; measure			[sound:mp3/kui2.mp3]	2919	ㄎㄨㄟˊ		['㇐', '㇑', '㇑', '㇇', '㇔', '㇒', '㇒', '㇏', '㇐', '㇐', '㇓', '㇏']	As per 癸# (rotate) + 艸 grass/plant | sunflower (that rotates to face the sun). In Japanese, 葵 indicates *hollyhock*, a variety of *mallow*. 	images-large/8475-large.gif
隸	2802		隶	lì	bondservant	be subservient to; servant	奴隸	núlì	[sound:mp3/li4.mp3]	2922	ㄌㄧ`	ㄋㄨˊㄌㄧ`			images-large/96b6-large.gif
轎	2803		轿	jiào	sedan chair	sedan-chair, palanquin	轎車	jiàochē	[sound:mp3/jiao4.mp3]	2923	ㄐㄧㄠ`	ㄐㄧㄠ`ㄔㄜ 	['㇐', '㇑', '㇕', '㇐', '㇐', '㇐', '㇑', '㇒', '㇐', '㇓', '㇏', '㇑', '㇕', '㇐', '㇑', '㇆', '㇑', '㇕', '㇐']	喬# tall and limber + 車 vehicle | tall, lightweight *palanquin* or *sedan-chair* (carried high on the shoulders of attendants). 	images-large/8f7f-large.gif
嘔	2804		呕	ǒu	vomit	to vomit; annoy, enrage			[sound:mp3/ou3.mp3]	2924	ㄡˇ		['㇑', '㇕', '㇐', '㇐', '㇑', '㇕', '㇐', '㇑', '㇕', '㇐', '㇑', '㇕', '㇐', '㇗']	As per 區# (curve/bend) + 口 mouth | bend and *vomit* | *feel nauseated*. Compare the original sense of 歐. 	images-large/5455-large.gif
蔽	2805		蔽	bì	shelter	cover, hide, conceal; shelter	遮蔽	zhēbì	[sound:mp3/bi4.mp3]	2925	ㄅㄧ`	ㄓㄜ ㄅㄧ`	['㇐', '㇑', '㇑', '㇔', '㇒', '㇑', '㇆', '㇑', '㇒', '㇔', '㇒', '㇐', '㇒', '㇏']	As per 敝# (split) + 艸 grass/plant | split vegetation (compare 茇) in which prey is covered/hidden (to reveal it) | *cover*; *hide*. 	images-large/853d-large.gif
諜	2806		谍	dié	espionage	an intelligence report; to spy; spying			[sound:mp3/die2.mp3]	2928	ㄉㄧㄝˊ		['㇔', '㇐', '㇐', '㇐', '㇑', '㇕', '㇐', '㇐', '㇑', '㇑', '㇐', '㇗', '㇐', '㇑', '㇒', '㇏']	As per 枼# as described in 葉 (thin/flat/slight) + 言 words | chatter of slight substance (compare 喋) | *spying* (← chat a person up to gain information). 	images-large/8c0d-large.gif
襯	2807		衬	chèn	inner garments	underwear; inner garments	襯衫	chènshān	[sound:mp3/chen4.mp3]	2929	ㄔㄣ`	ㄔㄣ`ㄕㄢ 	['㇔', '㇇', '㇑', '㇒', '㇔', '㇔', '㇐', '㇔', '㇒', '㇐', '㇐', '㇚', '㇒', '㇔', '㇑', '㇕', '㇐', '㇐', '㇐', '㇓', '㇟']	As per 親# (intimate) + 衣 clothing | intimate garments | *underwear* | *approach*; *draw near*. 	images-large/886c-large.gif
晰	2808		晰	xī	distinct	clear, evident; clearly	清晰	qīngxī	[sound:mp3/xi1.mp3]	2930	ㄒㄧ	ㄑㄧㄥ ㄒㄧ 	['㇑', '㇕', '㇐', '㇐', '㇐', '㇑', '㇒', '㇔', '㇒', '㇓', '㇐', '㇑']	析# divide + 日 sun/day | divide by making *clear* distinctions | *obvious*. It is also possible that 晰 was devised as a variant form of 皙 white, with clarity likened to bright sunlight. 	images-large/6670-large.gif
膏	2809		膏	gāo	ointment	grease, fat; paste, ointment	牙膏 石膏	yágāo shígāo	[sound:mp3/gao1.mp3]	2931	ㄍㄠ	ㄧㄚˊㄍㄠ   ㄕˊㄍㄠ 		高 here an abbreviated form# of 皜 pure white + 肉 flesh | white fat | *tasty food*; *fat* | *grease* | *ointment*; *paste* (n.) (← greasy substance). 	images-large/818f-large.gif
蘆	2810		芦	lú	reeds	rushes, reeds			[sound:mp3/lu2.mp3]	2934	ㄌㄨˊ		['㇐', '㇑', '㇑', '㇑', '㇐', '㇖', '㇓', '㇐', '㇟', '㇑', '㇕', '㇐', '㇑', '㇐', '㇑', '㇕', '㇑', '㇑', '㇐']	As per 盧# (sunken) + 艸 grass/plant | *reed* sunken into a marsh | *rush*. 	images-large/82a6-large.gif
斂	2811		敛	liǎn	restrain	draw back, fold back; collect			[sound:mp3/lian3.mp3]	2935	ㄌㄧㄢˇ		['㇒', '㇏', '㇐', '㇑', '㇕', '㇐', '㇑', '㇕', '㇐', '㇓', '㇏', '㇓', '㇏', '㇒', '㇐', '㇒', '㇏']	As per 僉# (assemble) + 攵 action indicator | assemble/*collect*/*gather* then *arrange/put away* | *take in*; *incorporate*. *Tighten* and *stiffen* are borrowed meanings.  	images-large/655b-large.gif
皺	2812		皱	zhòu	wrinkles	wrinkles, creases, folds	皺紋	zhòuwén	[sound:mp3/zhou4.mp3]	2936	ㄓㄡ`	ㄓㄡ`ㄨㄣˊ	['㇒', '㇆', '㇗', '㇑', '㇓', '㇒', '㇆', '㇗', '㇑', '㇓', '㇖', '㇓', '㇑', '㇇', '㇏']	As per 芻# (compress) + 皮 skin/hide | *wrinkle* (← compressed skin) | *crease*. 	images-large/76b1-large.gif
峻	2813		峻	jùn	lofty	high, steep, towering; stern			[sound:mp3/jun4.mp3]	2937	ㄐㄩㄣ`			As per 夋# as described in 俊 (stand erect) + 山 mountain | *steep, high mountain* | *severe*. 	images-large/5cfb-large.gif
涕	2814		涕	tì	snot	tear; snivel, nasal mucus	鼻涕	bítì	[sound:mp3/ti4.mp3]	2941	ㄊㄧ`	ㄅㄧˊㄊㄧ`		As per 弟# (vertical alignment) + 水 water | (trail of) *tears*. 	images-large/6d95-large.gif
鈔	2815		钞	chāo	paper money	paper money, bank notes; copy	鈔票	chāopiào	[sound:mp3/chao1.mp3]	2942	ㄔㄠ	ㄔㄠ ㄆㄧㄠ`	['㇒', '㇔', '㇐', '㇐', '㇑', '㇔', '㇒', '㇀', '㇚', '㇒', '㇔', '㇒']	As per 少# (small/slight) + 金 (money) | *paper money*; *bank notes*. *Snatch* and *seize* are borrowed meanings. 	images-large/949e-large.gif
